type,name,file,line,citation,source,priority,note
symbol,wallThickness,lib/features/climate/presentation/experimental/cellular_rosace_v4/unified_membrane_painter.dart,101,12†lib\features\climate\presentation\experimental\cellular_rosace_v4\unified_membrane_painter.dart:101,unused_symbols,medium,export missing
symbol,luminosityIntensity,lib/features/climate/presentation/experimental/cellular_rosace_v4/unified_membrane_painter.dart,216,12†lib\features\climate\presentation\experimental\cellular_rosace_v4\unified_membrane_painter.dart:216,unused_symbols,medium,export missing
symbol,MembraneRenderingUtils,lib/features/climate/presentation/experimental/cellular_rosace_v4/unified_membrane_painter.dart,394,12†lib\features\climate\presentation\experimental\cellular_rosace_v4\unified_membrane_painter.dart:394,unused_symbols,medium,export missing
symbol,V4DefaultData,lib/features/climate/presentation/experimental/cellular_rosace_v4/unified_membrane_widget.dart,354,12†lib\features\climate\presentation\experimental\cellular_rosace_v4\unified_membrane_widget.dart:354,unused_symbols,medium,export missing
symbol,UnifiedMembraneScreen,lib/features/climate/presentation/experimental/cellular_rosace_v4/unified_membrane_widget.dart,365,12†lib\features\climate\presentation\experimental\cellular_rosace_v4\unified_membrane_widget.dart:365,unused_symbols,medium,export missing
symbol,ExperimentalClimateCellsV1,lib/features/climate/presentation/experimental/experimental_climate_cells_v1.dart,10,12†lib\features\climate\presentation\experimental\experimental_climate_cells_v1.dart:10,unused_symbols,medium,export missing
symbol,CellsBackgroundPainter,lib/features/climate/presentation/experimental/experimental_climate_cells_v1.dart,259,12†lib\features\climate\presentation\experimental\experimental_climate_cells_v1.dart:259,unused_symbols,medium,export missing
symbol,ExperimentalClimateScreen,lib/features/climate/presentation/experimental/experimental_climate_cells_v1.dart,317,12†lib\features\climate\presentation\experimental\experimental_climate_cells_v1.dart:317,unused_symbols,medium,export missing
symbol,ExperimentalClimateCellsV2,lib/features/climate/presentation/experimental/experimental_climate_cells_v2.dart,7,12†lib\features\climate\presentation\experimental\experimental_climate_cells_v2.dart:7,unused_symbols,medium,export missing
symbol,OrganicCellsPainter,lib/features/climate/presentation/experimental/experimental_climate_cells_v2.dart,238,12†lib\features\climate\presentation\experimental\experimental_climate_cells_v2.dart:238,unused_symbols,medium,export missing
symbol,varA,lib/features/climate/presentation/experimental/experimental_climate_cells_v2.dart,363,12†lib\features\climate\presentation\experimental\experimental_climate_cells_v2.dart:363,unused_symbols,medium,export missing
symbol,varB,lib/features/climate/presentation/experimental/experimental_climate_cells_v2.dart,364,12†lib\features\climate\presentation\experimental\experimental_climate_cells_v2.dart:364,unused_symbols,medium,export missing
symbol,ExperimentalClimateScreenV2,lib/features/climate/presentation/experimental/experimental_climate_cells_v2.dart,440,12†lib\features\climate\presentation\experimental\experimental_climate_cells_v2.dart:440,unused_symbols,medium,export missing
symbol,DailyUpdateController,lib/features/climate/presentation/providers/daily_update_provider.dart,17,12†lib\features\climate\presentation\providers\daily_update_provider.dart:17,unused_symbols,medium,export missing
symbol,forceUpdateSoilTemp,lib/features/climate/presentation/providers/daily_update_provider.dart,109,12†lib\features\climate\presentation\providers\daily_update_provider.dart:109,unused_symbols,medium,export missing
symbol,openMeteoService,lib/features/climate/presentation/providers/hourly_weather_provider.dart,69,12†lib\features\climate\presentation\providers\hourly_weather_provider.dart:69,unused_symbols,medium,export missing
symbol,currentHourData,lib/features/climate/presentation/providers/hourly_weather_provider.dart,117,12†lib\features\climate\presentation\providers\hourly_weather_provider.dart:117,unused_symbols,medium,export missing
symbol,hourlyWeatherWithRefreshProvider,lib/features/climate/presentation/providers/hourly_weather_provider.dart,145,12†lib\features\climate\presentation\providers\hourly_weather_provider.dart:145,unused_symbols,medium,export missing
symbol,narrativeModePersistedProvider,lib/features/climate/presentation/providers/narrative_mode_provider.dart,11,12†lib\features\climate\presentation\providers\narrative_mode_provider.dart:11,unused_symbols,medium,export missing
symbol,NarrativeModeNotifier,lib/features/climate/presentation/providers/narrative_mode_provider.dart,16,12†lib\features\climate\presentation\providers\narrative_mode_provider.dart:16,unused_symbols,medium,export missing
symbol,setNarrativeMode,lib/features/climate/presentation/providers/narrative_mode_provider.dart,27,12†lib\features\climate\presentation\providers\narrative_mode_provider.dart:27,unused_symbols,medium,export missing
symbol,SoilPHState,lib/features/climate/presentation/providers/soil_ph_provider.dart,7,12†lib\features\climate\presentation\providers\soil_ph_provider.dart:7,unused_symbols,medium,export missing
symbol,SoilPHController,lib/features/climate/presentation/providers/soil_ph_provider.dart,31,12†lib\features\climate\presentation\providers\soil_ph_provider.dart:31,unused_symbols,medium,export missing
symbol,adjustPH,lib/features/climate/presentation/providers/soil_ph_provider.dart,84,12†lib\features\climate\presentation\providers\soil_ph_provider.dart:84,unused_symbols,medium,export missing
symbol,currentPH,lib/features/climate/presentation/providers/soil_ph_provider.dart,86,12†lib\features\climate\presentation\providers\soil_ph_provider.dart:86,unused_symbols,medium,export missing
symbol,newPH,lib/features/climate/presentation/providers/soil_ph_provider.dart,89,12†lib\features\climate\presentation\providers\soil_ph_provider.dart:89,unused_symbols,medium,export missing
symbol,getDistanceToOptimal,lib/features/climate/presentation/providers/soil_ph_provider.dart,141,12†lib\features\climate\presentation\providers\soil_ph_provider.dart:141,unused_symbols,medium,export missing
symbol,SoilTempState,lib/features/climate/presentation/providers/soil_temp_provider.dart,7,12†lib\features\climate\presentation\providers\soil_temp_provider.dart:7,unused_symbols,medium,export missing
symbol,SoilTempController,lib/features/climate/presentation/providers/soil_temp_provider.dart,31,12†lib\features\climate\presentation\providers\soil_temp_provider.dart:31,unused_symbols,medium,export missing
symbol,currentSoilTemp,lib/features/climate/presentation/providers/soil_temp_provider.dart,96,12†lib\features\climate\presentation\providers\soil_temp_provider.dart:96,unused_symbols,medium,export missing
symbol,criticalAlertsProvider,lib/features/climate/presentation/providers/weather_alert_provider.dart,93,12†lib\features\climate\presentation\providers\weather_alert_provider.dart:93,unused_symbols,medium,export missing
symbol,smartWateringAlertsProvider,lib/features/climate/presentation/providers/weather_alert_provider.dart,107,12†lib\features\climate\presentation\providers\weather_alert_provider.dart:107,unused_symbols,medium,export missing
symbol,warningCount,lib/features/climate/presentation/providers/weather_alert_provider.dart,152,12†lib\features\climate\presentation\providers\weather_alert_provider.dart:152,unused_symbols,medium,export missing
symbol,selectedCommuneCoordinatesProvider,lib/features/climate/presentation/providers/weather_providers.dart,17,12†lib\features\climate\presentation\providers\weather_providers.dart:17,unused_symbols,medium,export missing
symbol,lonChanged,lib/features/climate/presentation/providers/weather_providers.dart,55,12†lib\features\climate\presentation\providers\weather_providers.dart:55,unused_symbols,medium,export missing
symbol,persistedCoordinatesProvider,lib/features/climate/presentation/providers/weather_providers.dart,129,12†lib\features\climate\presentation\providers\weather_providers.dart:129,unused_symbols,medium,export missing
symbol,TimelineWeatherPoint,lib/features/climate/presentation/providers/weather_providers.dart,152,12†lib\features\climate\presentation\providers\weather_providers.dart:152,unused_symbols,medium,export missing
symbol,AlertsDetailScreen,lib/features/climate/presentation/screens/alerts_detail_screen.dart,9,12†lib\features\climate\presentation\screens\alerts_detail_screen.dart:9,unused_symbols,medium,export missing
symbol,severityOrder,lib/features/climate/presentation/screens/alerts_detail_screen.dart,94,12†lib\features\climate\presentation\screens\alerts_detail_screen.dart:94,unused_symbols,medium,export missing
symbol,PhManagementScreen,lib/features/climate/presentation/screens/ph_management_screen.dart,6,12†lib\features\climate\presentation\screens\ph_management_screen.dart:6,unused_symbols,medium,export missing
symbol,SoilTemperatureScreen,lib/features/climate/presentation/screens/soil_temperature_screen.dart,6,12†lib\features\climate\presentation\screens\soil_temperature_screen.dart:6,unused_symbols,medium,export missing
symbol,WeatherDetailScreen,lib/features/climate/presentation/screens/weather_detail_screen.dart,6,12†lib\features\climate\presentation\screens\weather_detail_screen.dart:6,unused_symbols,medium,export missing
symbol,DayPhaseBlend,lib/features/climate/presentation/utils/day_phase_blend.dart,6,12†lib\features\climate\presentation\utils\day_phase_blend.dart:6,unused_symbols,medium,export missing
symbol,phaseStart,lib/features/climate/presentation/utils/day_phase_blend.dart,122,12†lib\features\climate\presentation\utils\day_phase_blend.dart:122,unused_symbols,medium,export missing
symbol,nextDawn,lib/features/climate/presentation/utils/day_phase_blend.dart,232,12†lib\features\climate\presentation\utils\day_phase_blend.dart:232,unused_symbols,medium,export missing
symbol,hoursToDawn,lib/features/climate/presentation/utils/day_phase_blend.dart,233,12†lib\features\climate\presentation\utils\day_phase_blend.dart:233,unused_symbols,medium,export missing
symbol,nextDay,lib/features/climate/presentation/utils/day_phase_blend.dart,240,12†lib\features\climate\presentation\utils\day_phase_blend.dart:240,unused_symbols,medium,export missing
symbol,hoursToDay,lib/features/climate/presentation/utils/day_phase_blend.dart,241,12†lib\features\climate\presentation\utils\day_phase_blend.dart:241,unused_symbols,medium,export missing
symbol,nextDusk,lib/features/climate/presentation/utils/day_phase_blend.dart,246,12†lib\features\climate\presentation\utils\day_phase_blend.dart:246,unused_symbols,medium,export missing
symbol,hoursToDusk,lib/features/climate/presentation/utils/day_phase_blend.dart,247,12†lib\features\climate\presentation\utils\day_phase_blend.dart:247,unused_symbols,medium,export missing
symbol,nextNight,lib/features/climate/presentation/utils/day_phase_blend.dart,252,12†lib\features\climate\presentation\utils\day_phase_blend.dart:252,unused_symbols,medium,export missing
symbol,hoursToNight,lib/features/climate/presentation/utils/day_phase_blend.dart,253,12†lib\features\climate\presentation\utils\day_phase_blend.dart:253,unused_symbols,medium,export missing
symbol,blendWeatherWithDayPhase,lib/features/climate/presentation/utils/halo_color_maps.dart,141,12†lib\features\climate\presentation\utils\halo_color_maps.dart:141,unused_symbols,medium,export missing
symbol,ClimateMiniCard,lib/features/climate/presentation/widgets/climate_mini_card.dart,9,12†lib\features\climate\presentation\widgets\climate_mini_card.dart:9,unused_symbols,medium,export missing
symbol,weatherCards,lib/features/climate/presentation/widgets/garden_climate_panel.dart,96,12†lib\features\climate\presentation\widgets\garden_climate_panel.dart:96,unused_symbols,medium,export missing
symbol,ClimateRosaceIntegrationExample,lib/features/climate/presentation/widgets/rosace/climate_rosace_integration_example.dart,10,12†lib\features\climate\presentation\widgets\rosace\climate_rosace_integration_example.dart:10,unused_symbols,medium,export missing
symbol,RosacePosition,lib/features/climate/presentation/widgets/rosace/climate_rosace_panel.dart,297,12†lib\features\climate\presentation\widgets\rosace\climate_rosace_panel.dart:297,unused_symbols,medium,export missing
symbol,effectiveHaloColor,lib/features/climate/presentation/widgets/rosace/climate_rosace_panel.dart,353,12†lib\features\climate\presentation\widgets\rosace\climate_rosace_panel.dart:353,unused_symbols,medium,export missing
symbol,GardenNotifier,lib/features/garden/providers/garden_provider.dart,11,12†lib\features\garden\providers\garden_provider.dart:11,unused_symbols,medium,export missing
symbol,selectGarden,lib/features/garden/providers/garden_provider.dart,185,12†lib\features\garden\providers\garden_provider.dart:185,unused_symbols,medium,export missing
symbol,clearSelection,lib/features/garden/providers/garden_provider.dart,193,12†lib\features\garden\providers\garden_provider.dart:193,unused_symbols,medium,export missing
symbol,matchesSoilType,lib/features/garden_bed/presentation/screens/garden_bed_list_screen.dart,382,12†lib\features\garden_bed\presentation\screens\garden_bed_list_screen.dart:382,unused_symbols,medium,export missing
symbol,matchesExposure,lib/features/garden_bed/presentation/screens/garden_bed_list_screen.dart,385,12†lib\features\garden_bed\presentation\screens\garden_bed_list_screen.dart:385,unused_symbols,medium,export missing
symbol,isEditing,lib/features/garden_bed/presentation/widgets/create_garden_bed_dialog.dart,67,12†lib\features\garden_bed\presentation\widgets\create_garden_bed_dialog.dart:67,unused_symbols,medium,export missing
symbol,germ,lib/features/garden_bed/presentation/widgets/germination_preview.dart,71,12†lib\features\garden_bed\presentation\widgets\germination_preview.dart:71,unused_symbols,medium,export missing
symbol,GardenBedState,lib/features/garden_bed/providers/garden_bed_provider.dart,9,12†lib\features\garden_bed\providers\garden_bed_provider.dart:9,unused_symbols,medium,export missing
symbol,GardenBedNotifier,lib/features/garden_bed/providers/garden_bed_provider.dart,38,12†lib\features\garden_bed\providers\garden_bed_provider.dart:38,unused_symbols,medium,export missing
symbol,updatedGardenBeds,lib/features/garden_bed/providers/garden_bed_provider.dart,108,12†lib\features\garden_bed\providers\garden_bed_provider.dart:108,unused_symbols,medium,export missing
symbol,selectGardenBed,lib/features/garden_bed/providers/garden_bed_provider.dart,252,12†lib\features\garden_bed\providers\garden_bed_provider.dart:252,unused_symbols,medium,export missing
symbol,getGardenBedsBySoilType,lib/features/garden_bed/providers/garden_bed_provider.dart,267,12†lib\features\garden_bed\providers\garden_bed_provider.dart:267,unused_symbols,medium,export missing
symbol,getGardenBedsByExposure,lib/features/garden_bed/providers/garden_bed_provider.dart,272,12†lib\features\garden_bed\providers\garden_bed_provider.dart:272,unused_symbols,medium,export missing
symbol,gardenBedByGardenProvider,lib/features/garden_bed/providers/garden_bed_provider.dart,362,12†lib\features\garden_bed\providers\garden_bed_provider.dart:362,unused_symbols,medium,export missing
symbol,gardenBedDetailProvider,lib/features/garden_bed/providers/garden_bed_scoped_provider.dart,14,12†lib\features\garden_bed\providers\garden_bed_scoped_provider.dart:14,unused_symbols,medium,export missing
symbol,gardenBedCountProvider,lib/features/garden_bed/providers/garden_bed_scoped_provider.dart,22,12†lib\features\garden_bed\providers\garden_bed_scoped_provider.dart:22,unused_symbols,medium,export missing
symbol,matchesArchiveFilter,lib/features/garden_management/presentation/screens/garden_list_screen.dart,67,12†lib\features\garden_management\presentation\screens\garden_list_screen.dart:67,unused_symbols,medium,export missing
symbol,oldMonth,lib/features/home/screens/calendar_view_screen.dart,192,12†lib\features\home\screens\calendar_view_screen.dart:192,unused_symbols,medium,export missing
symbol,firstDayOfMonth,lib/features/home/screens/calendar_view_screen.dart,257,12†lib\features\home\screens\calendar_view_screen.dart:257,unused_symbols,medium,export missing
symbol,lastDayOfMonth,lib/features/home/screens/calendar_view_screen.dart,259,12†lib\features\home\screens\calendar_view_screen.dart:259,unused_symbols,medium,export missing
symbol,daysInMonth,lib/features/home/screens/calendar_view_screen.dart,261,12†lib\features\home\screens\calendar_view_screen.dart:261,unused_symbols,medium,export missing
symbol,firstWeekday,lib/features/home/screens/calendar_view_screen.dart,264,12†lib\features\home\screens\calendar_view_screen.dart:264,unused_symbols,medium,export missing
symbol,harvestStart,lib/features/home/screens/calendar_view_screen.dart,269,12†lib\features\home\screens\calendar_view_screen.dart:269,unused_symbols,medium,export missing
symbol,weekdays,lib/features/home/screens/calendar_view_screen.dart,358,12†lib\features\home\screens\calendar_view_screen.dart:358,unused_symbols,medium,export missing
symbol,InvisibleGardenZone,lib/features/home/widgets/invisible_garden_zone.dart,14,12†lib\features\home\widgets\invisible_garden_zone.dart:14,unused_symbols,medium,export missing
symbol,awakeningState,lib/features/home/widgets/invisible_garden_zone.dart,167,12†lib\features\home\widgets\invisible_garden_zone.dart:167,unused_symbols,medium,export missing
symbol,floweringDate,lib/features/planting/presentation/screens/planting_detail_screen.dart,854,12†lib\features\planting\presentation\screens\planting_detail_screen.dart:854,unused_symbols,medium,export missing
symbol,matchesStatus,lib/features/planting/presentation/screens/planting_list_screen.dart,406,12†lib\features\planting\presentation\screens\planting_list_screen.dart:406,unused_symbols,medium,export missing
symbol,matchesPlant,lib/features/planting/presentation/screens/planting_list_screen.dart,409,12†lib\features\planting\presentation\screens\planting_list_screen.dart:409,unused_symbols,medium,export missing
symbol,allGerminationEventsProvider,lib/features/planting/providers/germination_provider.dart,14,12†lib\features\planting\providers\germination_provider.dart:14,unused_symbols,medium,export missing
symbol,germinationEventsForPlantingProvider,lib/features/planting/providers/germination_provider.dart,21,12†lib\features\planting\providers\germination_provider.dart:21,unused_symbols,medium,export missing
symbol,hasGerminationEventProvider,lib/features/planting/providers/germination_provider.dart,29,12†lib\features\planting\providers\germination_provider.dart:29,unused_symbols,medium,export missing
symbol,germinationEventForPlantingProvider,lib/features/planting/providers/germination_provider.dart,36,12†lib\features\planting\providers\germination_provider.dart:36,unused_symbols,medium,export missing
symbol,germinationEventProvider,lib/features/planting/providers/germination_provider.dart,43,12†lib\features\planting\providers\germination_provider.dart:43,unused_symbols,medium,export missing
symbol,GerminationNotifier,lib/features/planting/providers/germination_provider.dart,50,12†lib\features\planting\providers\germination_provider.dart:50,unused_symbols,medium,export missing
symbol,germinationNotifierProvider,lib/features/planting/providers/germination_provider.dart,171,12†lib\features\planting\providers\germination_provider.dart:171,unused_symbols,medium,export missing
symbol,PlantingState,lib/features/planting/providers/planting_provider.dart,10,12†lib\features\planting\providers\planting_provider.dart:10,unused_symbols,medium,export missing
symbol,PlantingNotifier,lib/features/planting/providers/planting_provider.dart,39,12†lib\features\planting\providers\planting_provider.dart:39,unused_symbols,medium,export missing
symbol,updatedPlantings,lib/features/planting/providers/planting_provider.dart,147,12†lib\features\planting\providers\planting_provider.dart:147,unused_symbols,medium,export missing
symbol,selectPlanting,lib/features/planting/providers/planting_provider.dart,410,12†lib\features\planting\providers\planting_provider.dart:410,unused_symbols,medium,export missing
symbol,getPlantingsByStatus,lib/features/planting/providers/planting_provider.dart,429,12†lib\features\planting\providers\planting_provider.dart:429,unused_symbols,medium,export missing
symbol,getPlantingsByGardenBed,lib/features/planting/providers/planting_provider.dart,436,12†lib\features\planting\providers\planting_provider.dart:436,unused_symbols,medium,export missing
symbol,getPlantingsByPlant,lib/features/planting/providers/planting_provider.dart,443,12†lib\features\planting\providers\planting_provider.dart:443,unused_symbols,medium,export missing
symbol,getPlantingsReadyForHarvest,lib/features/planting/providers/planting_provider.dart,450,12†lib\features\planting\providers\planting_provider.dart:450,unused_symbols,medium,export missing
symbol,getOverduePlantings,lib/features/planting/providers/planting_provider.dart,461,12†lib\features\planting\providers\planting_provider.dart:461,unused_symbols,medium,export missing
symbol,mockPlantings,lib/features/planting/providers/planting_provider.dart,500,12†lib\features\planting\providers\planting_provider.dart:500,unused_symbols,medium,export missing
symbol,harvestedPlantings,lib/features/planting/providers/planting_provider.dart,598,12†lib\features\planting\providers\planting_provider.dart:598,unused_symbols,medium,export missing
symbol,plantingsByStatusProvider,lib/features/planting/providers/planting_provider.dart,616,12†lib\features\planting\providers\planting_provider.dart:616,unused_symbols,medium,export missing
symbol,PlantHiveException,lib/features/plant_catalog/data/repositories/plant_hive_repository.dart,9,12†lib\features\plant_catalog\data\repositories\plant_hive_repository.dart:9,unused_symbols,medium,export missing
symbol,lifespan,lib/features/plant_catalog/domain/entities/plant_entity.dart,229,12†lib\features\plant_catalog\domain\entities\plant_entity.dart:229,unused_symbols,medium,export missing
symbol,spacingInMeters,lib/features/plant_catalog/domain/entities/plant_entity.dart,246,12†lib\features\plant_catalog\domain\entities\plant_entity.dart:246,unused_symbols,medium,export missing
symbol,areaPerPlant,lib/features/plant_catalog/domain/entities/plant_entity.dart,247,12†lib\features\plant_catalog\domain\entities\plant_entity.dart:247,unused_symbols,medium,export missing
symbol,quickGermination,lib/features/plant_catalog/domain/entities/plant_entity.dart,322,12†lib\features\plant_catalog\domain\entities\plant_entity.dart:322,unused_symbols,medium,export missing
symbol,hasResistantVarieties,lib/features/plant_catalog/domain/entities/plant_entity.dart,325,12†lib\features\plant_catalog\domain\entities\plant_entity.dart:325,unused_symbols,medium,export missing
symbol,seasonCounts,lib/features/plant_catalog/presentation/screens/plant_catalog_screen.dart,329,12†lib\features\plant_catalog\presentation\screens\plant_catalog_screen.dart:329,unused_symbols,medium,export missing
symbol,PlantCatalogState,lib/features/plant_catalog/providers/plant_catalog_provider.dart,9,12†lib\features\plant_catalog\providers\plant_catalog_provider.dart:9,unused_symbols,medium,export missing
symbol,PlantCatalogNotifier,lib/features/plant_catalog/providers/plant_catalog_provider.dart,38,12†lib\features\plant_catalog\providers\plant_catalog_provider.dart:38,unused_symbols,medium,export missing
symbol,selectPlant,lib/features/plant_catalog/providers/plant_catalog_provider.dart,203,12†lib\features\plant_catalog\providers\plant_catalog_provider.dart:203,unused_symbols,medium,export missing
symbol,plantSearchProvider,lib/features/plant_catalog/providers/plant_catalog_provider.dart,236,12†lib\features\plant_catalog\providers\plant_catalog_provider.dart:236,unused_symbols,medium,export missing
symbol,plantsBySeasonProvider,lib/features/plant_catalog/providers/plant_catalog_provider.dart,243,12†lib\features\plant_catalog\providers\plant_catalog_provider.dart:243,unused_symbols,medium,export missing
symbol,observationsBox,lib/features/plant_intelligence/data/datasources/biological_control_datasource.dart,366,12†lib\features\plant_intelligence\data\datasources\biological_control_datasource.dart:366,unused_symbols,high,export missing
symbol,observationJson,lib/features/plant_intelligence/data/datasources/biological_control_datasource.dart,376,12†lib\features\plant_intelligence\data\datasources\biological_control_datasource.dart:376,unused_symbols,high,export missing
symbol,weatherConditionsHive,lib/features/plant_intelligence/data/datasources/plant_intelligence_local_datasource.dart,487,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_local_datasource.dart:487,unused_symbols,high,export missing
symbol,latestHive,lib/features/plant_intelligence/data/datasources/plant_intelligence_local_datasource.dart,495,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_local_datasource.dart:495,unused_symbols,high,export missing
symbol,analysisId,lib/features/plant_intelligence/data/datasources/plant_intelligence_local_datasource.dart,753,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_local_datasource.dart:753,unused_symbols,high,export missing
symbol,analysisData,lib/features/plant_intelligence/data/datasources/plant_intelligence_local_datasource.dart,756,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_local_datasource.dart:756,unused_symbols,high,export missing
symbol,alertData,lib/features/plant_intelligence/data/datasources/plant_intelligence_local_datasource.dart,841,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_local_datasource.dart:841,unused_symbols,high,export missing
symbol,recent,lib/features/plant_intelligence/data/datasources/plant_intelligence_local_datasource.dart,986,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_local_datasource.dart:986,unused_symbols,high,export missing
symbol,oldConditions,lib/features/plant_intelligence/data/datasources/plant_intelligence_local_datasource.dart,1052,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_local_datasource.dart:1052,unused_symbols,high,export missing
symbol,analysesBox,lib/features/plant_intelligence/data/datasources/plant_intelligence_local_datasource.dart,1061,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_local_datasource.dart:1061,unused_symbols,high,export missing
symbol,oldAnalyses,lib/features/plant_intelligence/data/datasources/plant_intelligence_local_datasource.dart,1062,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_local_datasource.dart:1062,unused_symbols,high,export missing
symbol,allReports,lib/features/plant_intelligence/data/datasources/plant_intelligence_local_datasource.dart,1360,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_local_datasource.dart:1360,unused_symbols,high,export missing
symbol,PlantIntelligenceRemoteDataSource,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,11,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:11,unused_symbols,high,export missing
symbol,syncPlantCondition,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,19,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:19,unused_symbols,high,export missing
symbol,syncRecommendation,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,48,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:48,unused_symbols,high,export missing
symbol,getRemoteRecommendations,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,55,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:55,unused_symbols,high,export missing
symbol,syncWeatherCondition,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,77,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:77,unused_symbols,high,export missing
symbol,getRemoteUserGardens,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,113,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:113,unused_symbols,high,export missing
symbol,isConnected,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,248,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:248,unused_symbols,high,export missing
symbol,getSyncStatus,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,253,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:253,unused_symbols,high,export missing
symbol,forceFullSync,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,260,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:260,unused_symbols,high,export missing
symbol,cancelSync,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,265,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:265,unused_symbols,high,export missing
symbol,SyncStatus,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,269,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:269,unused_symbols,high,export missing
symbol,PlantIntelligenceRemoteDataSourceImpl,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,291,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:291,unused_symbols,high,export missing
symbol,PlantIntelligenceRemoteDataSourceException,lib/features/plant_intelligence/data/datasources/plant_intelligence_remote_datasource.dart,539,12†lib\features\plant_intelligence\data\datasources\plant_intelligence_remote_datasource.dart:539,unused_symbols,high,export missing
symbol,WeatherDataResult,lib/features/plant_intelligence/data/datasources/weather_datasource.dart,71,12†lib\features\plant_intelligence\data\datasources\weather_datasource.dart:71,unused_symbols,high,export missing
symbol,latestDaily,lib/features/plant_intelligence/data/datasources/weather_datasource.dart,109,12†lib\features\plant_intelligence\data\datasources\weather_datasource.dart:109,unused_symbols,high,export missing
symbol,WeatherDataSourceException,lib/features/plant_intelligence/data/datasources/weather_datasource.dart,296,12†lib\features\plant_intelligence\data\datasources\weather_datasource.dart:296,unused_symbols,high,export missing
symbol,MultiGardenMigration,lib/features/plant_intelligence/data/migration/multi_garden_migration.dart,25,12†lib\features\plant_intelligence\data\migration\multi_garden_migration.dart:25,unused_symbols,high,export missing
symbol,matchingPlanting,lib/features/plant_intelligence/data/migration/multi_garden_migration.dart,261,12†lib\features\plant_intelligence\data\migration\multi_garden_migration.dart:261,unused_symbols,high,export missing
symbol,recommendationsBox,lib/features/plant_intelligence/data/migration/multi_garden_migration.dart,313,12†lib\features\plant_intelligence\data\migration\multi_garden_migration.dart:313,unused_symbols,high,export missing
symbol,allObservations,lib/features/plant_intelligence/data/repositories/biological_control_repository_impl.dart,240,12†lib\features\plant_intelligence\data\repositories\biological_control_repository_impl.dart:240,unused_symbols,high,export missing
symbol,unifiedContext,lib/features/plant_intelligence/data/repositories/plant_intelligence_repository_impl.dart,245,12†lib\features\plant_intelligence\data\repositories\plant_intelligence_repository_impl.dart:245,unused_symbols,high,export missing
symbol,getPlantConditions,lib/features/plant_intelligence/data/repositories/plant_intelligence_repository_impl.dart,1295,12†lib\features\plant_intelligence\data\repositories\plant_intelligence_repository_impl.dart:1295,unused_symbols,high,export missing
symbol,plantingSeasonStr,lib/features/plant_intelligence/data/repositories/plant_intelligence_repository_impl.dart,1512,12†lib\features\plant_intelligence\data\repositories\plant_intelligence_repository_impl.dart:1512,unused_symbols,high,export missing
symbol,harvestSeasonStr,lib/features/plant_intelligence/data/repositories/plant_intelligence_repository_impl.dart,1515,12†lib\features\plant_intelligence\data\repositories\plant_intelligence_repository_impl.dart:1515,unused_symbols,high,export missing
symbol,androidPlugin,lib/features/plant_intelligence/data/services/flutter_notification_service.dart,110,12†lib\features\plant_intelligence\data\services\flutter_notification_service.dart:110,unused_symbols,high,export missing
